#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_79244_diag.x_20260313113946_amedhi@isha-2.local
# Lattice: HONEYCOMB2 (Size = 50x50x1, Sites/unitcell = 2, Boundary = 1-1-0)
# No of sites = 5000
# Model: MKM
# lambda = 0.060000
# eta = 0.100000
# lambda_R = 0.000000
# t = 1.000000
# Results: BandStruct
#------------------------------------------------------------------------
# bands: {spin=UP, n=[0:3], cols=[5:8]}
#------------------------------------------------------------------------
# k     kx            ky            kz            ek_0_0        ek_1_0        ek_2_0        ek_3_0        
#------------------------------------------------------------------------
  1345  1.451039E+00 -7.539822E-01  0.000000E+00 -1.028182E+00 -1.028182E+00  1.028182E+00  1.028182E+00
  1346  1.523591E+00 -7.958701E-01  0.000000E+00 -1.019737E+00 -1.019737E+00  1.019737E+00  1.019737E+00
  1347  1.596143E+00 -8.377580E-01  0.000000E+00 -1.012615E+00 -1.012615E+00  1.012615E+00  1.012615E+00
  1348  1.668695E+00 -8.796459E-01  0.000000E+00 -1.006955E+00 -1.006955E+00  1.006955E+00  1.006955E+00
  1349  1.741247E+00 -9.215338E-01  0.000000E+00 -1.002873E+00 -1.002873E+00  1.002873E+00  1.002873E+00
  1350  1.813799E+00 -8.796459E-01  0.000000E+00 -1.001780E+00 -1.001780E+00  1.001780E+00  1.001780E+00
  1351 -1.741247E+00  1.172861E+00  0.000000E+00 -9.995210E-01 -9.995210E-01  9.995210E-01  9.995210E-01
  1352 -1.668695E+00  1.130973E+00  0.000000E+00 -9.989531E-01 -9.989531E-01  9.989531E-01  9.989531E-01
  1353 -1.596143E+00  1.089085E+00  0.000000E+00 -1.000088E+00 -1.000088E+00  1.000088E+00  1.000088E+00
  1354 -1.523591E+00  1.047198E+00  0.000000E+00 -1.002904E+00 -1.002904E+00  1.002904E+00  1.002904E+00
  1355 -1.451039E+00  1.005310E+00  0.000000E+00 -1.007343E+00 -1.007343E+00  1.007343E+00  1.007343E+00
  1356 -1.378488E+00  9.634217E-01  0.000000E+00 -1.013317E+00 -1.013317E+00  1.013317E+00  1.013317E+00
  1357 -1.305936E+00  9.215338E-01  0.000000E+00 -1.020708E+00 -1.020708E+00  1.020708E+00  1.020708E+00
  1358 -1.233384E+00  8.796459E-01  0.000000E+00 -1.029373E+00 -1.029373E+00  1.029373E+00  1.029373E+00
  1359 -1.160832E+00  8.377580E-01  0.000000E+00 -1.039148E+00 -1.039148E+00  1.039148E+00  1.039148E+00
  1360 -1.088280E+00  7.958701E-01  0.000000E+00 -1.049852E+00 -1.049852E+00  1.049852E+00  1.049852E+00
  1361 -1.015728E+00  7.539822E-01  0.000000E+00 -1.061294E+00 -1.061294E+00  1.061294E+00  1.061294E+00
  1362 -9.431757E-01  7.120943E-01  0.000000E+00 -1.073274E+00 -1.073274E+00  1.073274E+00  1.073274E+00
  1363 -8.706237E-01  6.702064E-01  0.000000E+00 -1.085589E+00 -1.085589E+00  1.085589E+00  1.085589E+00
  1364 -7.980717E-01  6.283185E-01  0.000000E+00 -1.098038E+00 -1.098038E+00  1.098038E+00  1.098038E+00
  1365 -7.255197E-01  5.864306E-01  0.000000E+00 -1.110424E+00 -1.110424E+00  1.110424E+00  1.110424E+00
  1366 -6.529678E-01  5.445427E-01  0.000000E+00 -1.122555E+00 -1.122555E+00  1.122555E+00  1.122555E+00
  1367 -5.804158E-01  5.026548E-01  0.000000E+00 -1.134252E+00 -1.134252E+00  1.134252E+00  1.134252E+00
  1368 -5.078638E-01  4.607669E-01  0.000000E+00 -1.145342E+00 -1.145342E+00  1.145342E+00  1.145342E+00
  1369 -4.353118E-01  4.188790E-01  0.000000E+00 -1.155671E+00 -1.155671E+00  1.155671E+00  1.155671E+00
  1370 -3.627599E-01  3.769911E-01  0.000000E+00 -1.165094E+00 -1.165094E+00  1.165094E+00  1.165094E+00
  1371 -2.902079E-01  3.351032E-01  0.000000E+00 -1.173485E+00 -1.173485E+00  1.173485E+00  1.173485E+00
  1372 -2.176559E-01  2.932153E-01  0.000000E+00 -1.180732E+00 -1.180732E+00  1.180732E+00  1.180732E+00
  1373 -1.451039E-01  2.513274E-01  0.000000E+00 -1.186741E+00 -1.186741E+00  1.186741E+00  1.186741E+00
  1374 -7.255197E-02  2.094395E-01  0.000000E+00 -1.191434E+00 -1.191434E+00  1.191434E+00  1.191434E+00
  1375  0.000000E+00  1.675516E-01  0.000000E+00 -1.194752E+00 -1.194752E+00  1.194752E+00  1.194752E+00
  1376  7.255197E-02  1.256637E-01  0.000000E+00 -1.196654E+00 -1.196654E+00  1.196654E+00  1.196654E+00
  1377  1.451039E-01  8.377580E-02  0.000000E+00 -1.197117E+00 -1.197117E+00  1.197117E+00  1.197117E+00
  1378  2.176559E-01  4.188790E-02  0.000000E+00 -1.196134E+00 -1.196134E+00  1.196134E+00  1.196134E+00
  1379  2.902079E-01  0.000000E+00  0.000000E+00 -1.193718E+00 -1.193718E+00  1.193718E+00  1.193718E+00
  1380  3.627599E-01 -4.188790E-02  0.000000E+00 -1.189901E+00 -1.189901E+00  1.189901E+00  1.189901E+00
  1381  4.353118E-01 -8.377580E-02  0.000000E+00 -1.184731E+00 -1.184731E+00  1.184731E+00  1.184731E+00
  1382  5.078638E-01 -1.256637E-01  0.000000E+00 -1.178275E+00 -1.178275E+00  1.178275E+00  1.178275E+00
  1383  5.804158E-01 -1.675516E-01  0.000000E+00 -1.170616E+00 -1.170616E+00  1.170616E+00  1.170616E+00
  1384  6.529678E-01 -2.094395E-01  0.000000E+00 -1.161854E+00 -1.161854E+00  1.161854E+00  1.161854E+00
  1385  7.255197E-01 -2.513274E-01  0.000000E+00 -1.152108E+00 -1.152108E+00  1.152108E+00  1.152108E+00
  1386  7.980717E-01 -2.932153E-01  0.000000E+00 -1.141509E+00 -1.141509E+00  1.141509E+00  1.141509E+00
  1387  8.706237E-01 -3.351032E-01  0.000000E+00 -1.130204E+00 -1.130204E+00  1.130204E+00  1.130204E+00
  1388  9.431757E-01 -3.769911E-01  0.000000E+00 -1.118355E+00 -1.118355E+00  1.118355E+00  1.118355E+00
  1389  1.015728E+00 -4.188790E-01  0.000000E+00 -1.106135E+00 -1.106135E+00  1.106135E+00  1.106135E+00
  1390  1.088280E+00 -4.607669E-01  0.000000E+00 -1.093726E+00 -1.093726E+00  1.093726E+00  1.093726E+00
  1391  1.160832E+00 -5.026548E-01  0.000000E+00 -1.081322E+00 -1.081322E+00  1.081322E+00  1.081322E+00
  1392  1.233384E+00 -5.445427E-01  0.000000E+00 -1.069119E+00 -1.069119E+00  1.069119E+00  1.069119E+00
  1393  1.305936E+00 -5.864306E-01  0.000000E+00 -1.057320E+00 -1.057320E+00  1.057320E+00  1.057320E+00
  1394  1.378488E+00 -6.283185E-01  0.000000E+00 -1.046124E+00 -1.046124E+00  1.046124E+00  1.046124E+00
  1395  1.451039E+00 -6.702064E-01  0.000000E+00 -1.035728E+00 -1.035728E+00  1.035728E+00  1.035728E+00
  1396  1.523591E+00 -7.120943E-01  0.000000E+00 -1.026320E+00 -1.026320E+00  1.026320E+00  1.026320E+00
  1397  1.596143E+00 -7.539822E-01  0.000000E+00 -1.018075E+00 -1.018075E+00  1.018075E+00  1.018075E+00
  1398  1.668695E+00 -7.958701E-01  0.000000E+00 -1.011151E+00 -1.011151E+00  1.011151E+00  1.011151E+00
  1399  1.741247E+00 -8.377580E-01  0.000000E+00 -1.005683E+00 -1.005683E+00  1.005683E+00  1.005683E+00
  1400  1.813799E+00 -7.958701E-01  0.000000E+00 -1.003895E+00 -1.003895E+00  1.003895E+00  1.003895E+00
  1401  1.886351E+00 -8.377580E-01  0.000000E+00 -1.000164E+00 -1.000164E+00  1.000164E+00  1.000164E+00
  1402 -1.668695E+00  1.214749E+00  0.000000E+00 -9.980441E-01 -9.980441E-01  9.980441E-01  9.980441E-01
  1403 -1.596143E+00  1.172861E+00  0.000000E+00 -9.975798E-01 -9.975798E-01  9.975798E-01  9.975798E-01
  1404 -1.523591E+00  1.130973E+00  0.000000E+00 -9.987821E-01 -9.987821E-01  9.987821E-01  9.987821E-01
  1405 -1.451039E+00  1.089085E+00  0.000000E+00 -1.001629E+00 -1.001629E+00  1.001629E+00  1.001629E+00
  1406 -1.378488E+00  1.047198E+00  0.000000E+00 -1.006066E+00 -1.006066E+00  1.006066E+00  1.006066E+00
  1407 -1.305936E+00  1.005310E+00  0.000000E+00 -1.012007E+00 -1.012007E+00  1.012007E+00  1.012007E+00
  1408 -1.233384E+00  9.634217E-01  0.000000E+00 -1.019340E+00 -1.019340E+00  1.019340E+00  1.019340E+00
  1409 -1.160832E+00  9.215338E-01  0.000000E+00 -1.027926E+00 -1.027926E+00  1.027926E+00  1.027926E+00
  1410 -1.088280E+00  8.796459E-01  0.000000E+00 -1.037605E+00 -1.037605E+00  1.037605E+00  1.037605E+00
  1411 -1.015728E+00  8.377580E-01  0.000000E+00 -1.048203E+00 -1.048203E+00  1.048203E+00  1.048203E+00
  1412 -9.431757E-01  7.958701E-01  0.000000E+00 -1.059532E+00 -1.059532E+00  1.059532E+00  1.059532E+00
  1413 -8.706237E-01  7.539822E-01  0.000000E+00 -1.071396E+00 -1.071396E+00  1.071396E+00  1.071396E+00
  1414 -7.980717E-01  7.120943E-01  0.000000E+00 -1.083595E+00 -1.083595E+00  1.083595E+00  1.083595E+00
  1415 -7.255197E-01  6.702064E-01  0.000000E+00 -1.095930E+00 -1.095930E+00  1.095930E+00  1.095930E+00
  1416 -6.529678E-01  6.283185E-01  0.000000E+00 -1.108205E+00 -1.108205E+00  1.108205E+00  1.108205E+00
  1417 -5.804158E-01  5.864306E-01  0.000000E+00 -1.120228E+00 -1.120228E+00  1.120228E+00  1.120228E+00
  1418 -5.078638E-01  5.445427E-01  0.000000E+00 -1.131819E+00 -1.131819E+00  1.131819E+00  1.131819E+00
  1419 -4.353118E-01  5.026548E-01  0.000000E+00 -1.142806E+00 -1.142806E+00  1.142806E+00  1.142806E+00
  1420 -3.627599E-01  4.607669E-01  0.000000E+00 -1.153031E+00 -1.153031E+00  1.153031E+00  1.153031E+00
  1421 -2.902079E-01  4.188790E-01  0.000000E+00 -1.162350E+00 -1.162350E+00  1.162350E+00  1.162350E+00
  1422 -2.176559E-01  3.769911E-01  0.000000E+00 -1.170634E+00 -1.170634E+00  1.170634E+00  1.170634E+00
  1423 -1.451039E-01  3.351032E-01  0.000000E+00 -1.177770E+00 -1.177770E+00  1.177770E+00  1.177770E+00
  1424 -7.255197E-02  2.932153E-01  0.000000E+00 -1.183664E+00 -1.183664E+00  1.183664E+00  1.183664E+00
  1425  0.000000E+00  2.513274E-01  0.000000E+00 -1.188238E+00 -1.188238E+00  1.188238E+00  1.188238E+00
  1426  7.255197E-02  2.094395E-01  0.000000E+00 -1.191434E+00 -1.191434E+00  1.191434E+00  1.191434E+00
  1427  1.451039E-01  1.675516E-01  0.000000E+00 -1.193210E+00 -1.193210E+00  1.193210E+00  1.193210E+00
  1428  2.176559E-01  1.256637E-01  0.000000E+00 -1.193545E+00 -1.193545E+00  1.193545E+00  1.193545E+00
  1429  2.902079E-01  8.377580E-02  0.000000E+00 -1.192437E+00 -1.192437E+00  1.192437E+00  1.192437E+00
  1430  3.627599E-01  4.188790E-02  0.000000E+00 -1.189901E+00 -1.189901E+00  1.189901E+00  1.189901E+00
  1431  4.353118E-01  0.000000E+00  0.000000E+00 -1.185972E+00 -1.185972E+00  1.185972E+00  1.185972E+00
  1432  5.078638E-01 -4.188790E-02  0.000000E+00 -1.180701E+00 -1.180701E+00  1.180701E+00  1.180701E+00
  1433  5.804158E-01 -8.377580E-02  0.000000E+00 -1.174161E+00 -1.174161E+00  1.174161E+00  1.174161E+00
  1434  6.529678E-01 -1.256637E-01  0.000000E+00 -1.166439E+00 -1.166439E+00  1.166439E+00  1.166439E+00
  1435  7.255197E-01 -1.675516E-01  0.000000E+00 -1.157639E+00 -1.157639E+00  1.157639E+00  1.157639E+00
  1436  7.980717E-01 -2.094395E-01  0.000000E+00 -1.147881E+00 -1.147881E+00  1.147881E+00  1.147881E+00
  1437  8.706237E-01 -2.513274E-01  0.000000E+00 -1.137302E+00 -1.137302E+00  1.137302E+00  1.137302E+00
  1438  9.431757E-01 -2.932153E-01  0.000000E+00 -1.126050E+00 -1.126050E+00  1.126050E+00  1.126050E+00
  1439  1.015728E+00 -3.351032E-01  0.000000E+00 -1.114287E+00 -1.114287E+00  1.114287E+00  1.114287E+00
  1440  1.088280E+00 -3.769911E-01  0.000000E+00 -1.102186E+00 -1.102186E+00  1.102186E+00  1.102186E+00
  1441  1.160832E+00 -4.188790E-01  0.000000E+00 -1.089929E+00 -1.089929E+00  1.089929E+00  1.089929E+00
  1442  1.233384E+00 -4.607669E-01  0.000000E+00 -1.077706E+00 -1.077706E+00  1.077706E+00  1.077706E+00
  1443  1.305936E+00 -5.026548E-01  0.000000E+00 -1.065710E+00 -1.065710E+00  1.065710E+00  1.065710E+00
  1444  1.378488E+00 -5.445427E-01  0.000000E+00 -1.054137E+00 -1.054137E+00  1.054137E+00  1.054137E+00
  1445  1.451039E+00 -5.864306E-01  0.000000E+00 -1.043182E+00 -1.043182E+00  1.043182E+00  1.043182E+00
  1446  1.523591E+00 -6.283185E-01  0.000000E+00 -1.033033E+00 -1.033033E+00  1.033033E+00  1.033033E+00
  1447  1.596143E+00 -6.702064E-01  0.000000E+00 -1.023872E+00 -1.023872E+00  1.023872E+00  1.023872E+00
  1448  1.668695E+00 -7.120943E-01  0.000000E+00 -1.015865E+00 -1.015865E+00  1.015865E+00  1.015865E+00
  1449  1.741247E+00 -7.539822E-01  0.000000E+00 -1.009164E+00 -1.009164E+00  1.009164E+00  1.009164E+00
  1450  1.813799E+00 -7.120943E-01  0.000000E+00 -1.006662E+00 -1.006662E+00  1.006662E+00  1.006662E+00
  1451  1.886351E+00 -7.539822E-01  0.000000E+00 -1.001578E+00 -1.001578E+00  1.001578E+00  1.001578E+00
  1452 -1.668695E+00  1.298525E+00  0.000000E+00 -9.979872E-01 -9.979872E-01  9.979872E-01  9.979872E-01
  1453 -1.596143E+00  1.256637E+00  0.000000E+00 -9.959607E-01 -9.959607E-01  9.959607E-01  9.959607E-01
  1454 -1.523591E+00  1.214749E+00  0.000000E+00 -9.955418E-01 -9.955418E-01  9.955418E-01  9.955418E-01
  1455 -1.451039E+00  1.172861E+00  0.000000E+00 -9.967427E-01 -9.967427E-01  9.967427E-01  9.967427E-01
  1456 -1.378488E+00  1.130973E+00  0.000000E+00 -9.995450E-01 -9.995450E-01  9.995450E-01  9.995450E-01
  1457 -1.305936E+00  1.089085E+00  0.000000E+00 -1.003899E+00 -1.003899E+00  1.003899E+00  1.003899E+00
  1458 -1.233384E+00  1.047198E+00  0.000000E+00 -1.009727E+00 -1.009727E+00  1.009727E+00  1.009727E+00
  1459 -1.160832E+00  1.005310E+00  0.000000E+00 -1.016922E+00 -1.016922E+00  1.016922E+00  1.016922E+00
  1460 -1.088280E+00  9.634217E-01  0.000000E+00 -1.025353E+00 -1.025353E+00  1.025353E+00  1.025353E+00
  1461 -1.015728E+00  9.215338E-01  0.000000E+00 -1.034870E+00 -1.034870E+00  1.034870E+00  1.034870E+00
  1462 -9.431757E-01  8.796459E-01  0.000000E+00 -1.045301E+00 -1.045301E+00  1.045301E+00  1.045301E+00
  1463 -8.706237E-01  8.377580E-01  0.000000E+00 -1.056467E+00 -1.056467E+00  1.056467E+00  1.056467E+00
  1464 -7.980717E-01  7.958701E-01  0.000000E+00 -1.068174E+00 -1.068174E+00  1.068174E+00  1.068174E+00
  1465 -7.255197E-01  7.539822E-01  0.000000E+00 -1.080226E+00 -1.080226E+00  1.080226E+00  1.080226E+00
  1466 -6.529678E-01  7.120943E-01  0.000000E+00 -1.092425E+00 -1.092425E+00  1.092425E+00  1.092425E+00
  1467 -5.804158E-01  6.702064E-01  0.000000E+00 -1.104575E+00 -1.104575E+00  1.104575E+00  1.104575E+00
  1468 -5.078638E-01  6.283185E-01  0.000000E+00 -1.116484E+00 -1.116484E+00  1.116484E+00  1.116484E+00
  1469 -4.353118E-01  5.864306E-01  0.000000E+00 -1.127968E+00 -1.127968E+00  1.127968E+00  1.127968E+00
  1470 -3.627599E-01  5.445427E-01  0.000000E+00 -1.138854E+00 -1.138854E+00  1.138854E+00  1.138854E+00
  1471 -2.902079E-01  5.026548E-01  0.000000E+00 -1.148981E+00 -1.148981E+00  1.148981E+00  1.148981E+00
  1472 -2.176559E-01  4.607669E-01  0.000000E+00 -1.158202E+00 -1.158202E+00  1.158202E+00  1.158202E+00
  1473 -1.451039E-01  4.188790E-01  0.000000E+00 -1.166386E+00 -1.166386E+00  1.166386E+00  1.166386E+00
  1474 -7.255197E-02  3.769911E-01  0.000000E+00 -1.173419E+00 -1.173419E+00  1.173419E+00  1.173419E+00
  1475  0.000000E+00  3.351032E-01  0.000000E+00 -1.179204E+00 -1.179204E+00  1.179204E+00  1.179204E+00
  1476  7.255197E-02  2.932153E-01  0.000000E+00 -1.183664E+00 -1.183664E+00  1.183664E+00  1.183664E+00
  1477  1.451039E-01  2.513274E-01  0.000000E+00 -1.186741E+00 -1.186741E+00  1.186741E+00  1.186741E+00
  1478  2.176559E-01  2.094395E-01  0.000000E+00 -1.188395E+00 -1.188395E+00  1.188395E+00  1.188395E+00
  1479  2.902079E-01  1.675516E-01  0.000000E+00 -1.188607E+00 -1.188607E+00  1.188607E+00  1.188607E+00
  1480  3.627599E-01  1.256637E-01  0.000000E+00 -1.187379E+00 -1.187379E+00  1.187379E+00  1.187379E+00
  1481  4.353118E-01  8.377580E-02  0.000000E+00 -1.184731E+00 -1.184731E+00  1.184731E+00  1.184731E+00
  1482  5.078638E-01  4.188790E-02  0.000000E+00 -1.180701E+00 -1.180701E+00  1.180701E+00  1.180701E+00
  1483  5.804158E-01  0.000000E+00  0.000000E+00 -1.175348E+00 -1.175348E+00  1.175348E+00  1.175348E+00
  1484  6.529678E-01 -4.188790E-02  0.000000E+00 -1.168748E+00 -1.168748E+00  1.168748E+00  1.168748E+00
  1485  7.255197E-01 -8.377580E-02  0.000000E+00 -1.160992E+00 -1.160992E+00  1.160992E+00  1.160992E+00
  1486  7.980717E-01 -1.256637E-01  0.000000E+00 -1.152191E+00 -1.152191E+00  1.152191E+00  1.152191E+00
  1487  8.706237E-01 -1.675516E-01  0.000000E+00 -1.142468E+00 -1.142468E+00  1.142468E+00  1.142468E+00
  1488  9.431757E-01 -2.094395E-01  0.000000E+00 -1.131961E+00 -1.131961E+00  1.131961E+00  1.131961E+00
  1489  1.015728E+00 -2.513274E-01  0.000000E+00 -1.120821E+00 -1.120821E+00  1.120821E+00  1.120821E+00
  1490  1.088280E+00 -2.932153E-01  0.000000E+00 -1.109210E+00 -1.109210E+00  1.109210E+00  1.109210E+00
  1491  1.160832E+00 -3.351032E-01  0.000000E+00 -1.097299E+00 -1.097299E+00  1.097299E+00  1.097299E+00
  1492  1.233384E+00 -3.769911E-01  0.000000E+00 -1.085266E+00 -1.085266E+00  1.085266E+00  1.085266E+00
  1493  1.305936E+00 -4.188790E-01  0.000000E+00 -1.073295E+00 -1.073295E+00  1.073295E+00  1.073295E+00
  1494  1.378488E+00 -4.607669E-01  0.000000E+00 -1.061575E+00 -1.061575E+00  1.061575E+00  1.061575E+00
  1495  1.451039E+00 -5.026548E-01  0.000000E+00 -1.050292E+00 -1.050292E+00  1.050292E+00  1.050292E+00
  1496  1.523591E+00 -5.445427E-01  0.000000E+00 -1.039632E+00 -1.039632E+00  1.039632E+00  1.039632E+00
  1497  1.596143E+00 -5.864306E-01  0.000000E+00 -1.029776E+00 -1.029776E+00  1.029776E+00  1.029776E+00
  1498  1.668695E+00 -6.283185E-01  0.000000E+00 -1.020892E+00 -1.020892E+00  1.020892E+00  1.020892E+00
  1499  1.741247E+00 -6.702064E-01  0.000000E+00 -1.013140E+00 -1.013140E+00  1.013140E+00  1.013140E+00
  1500  1.813799E+00 -6.283185E-01  0.000000E+00 -1.009901E+00 -1.009901E+00  1.009901E+00  1.009901E+00
  1501  1.886351E+00 -6.702064E-01  0.000000E+00 -1.003623E+00 -1.003623E+00  1.003623E+00  1.003623E+00
  1502  1.958903E+00 -7.120943E-01  0.000000E+00 -9.986850E-01 -9.986850E-01  9.986850E-01  9.986850E-01
  1503 -1.596143E+00  1.340413E+00  0.000000E+00 -9.951816E-01 -9.951816E-01  9.951816E-01  9.951816E-01
  1504 -1.523591E+00  1.298525E+00  0.000000E+00 -9.931835E-01 -9.931835E-01  9.931835E-01  9.931835E-01
  1505 -1.451039E+00  1.256637E+00  0.000000E+00 -9.927353E-01 -9.927353E-01  9.927353E-01  9.927353E-01
  1506 -1.378488E+00  1.214749E+00  0.000000E+00 -9.938540E-01 -9.938540E-01  9.938540E-01  9.938540E-01
  1507 -1.305936E+00  1.172861E+00  0.000000E+00 -9.965280E-01 -9.965280E-01  9.965280E-01  9.965280E-01
  1508 -1.233384E+00  1.130973E+00  0.000000E+00 -1.000716E+00 -1.000716E+00  1.000716E+00  1.000716E+00
  1509 -1.160832E+00  1.089085E+00  0.000000E+00 -1.006350E+00 -1.006350E+00  1.006350E+00  1.006350E+00
  1510 -1.088280E+00  1.047198E+00  0.000000E+00 -1.013333E+00 -1.013333E+00  1.013333E+00  1.013333E+00
  1511 -1.015728E+00  1.005310E+00  0.000000E+00 -1.021545E+00 -1.021545E+00  1.021545E+00  1.021545E+00
  1512 -9.431757E-01  9.634217E-01  0.000000E+00 -1.030842E+00 -1.030842E+00  1.030842E+00  1.030842E+00
  1513 -8.706237E-01  9.215338E-01  0.000000E+00 -1.041062E+00 -1.041062E+00  1.041062E+00  1.041062E+00
  1514 -7.980717E-01  8.796459E-01  0.000000E+00 -1.052030E+00 -1.052030E+00  1.052030E+00  1.052030E+00
  1515 -7.255197E-01  8.377580E-01  0.000000E+00 -1.063558E+00 -1.063558E+00  1.063558E+00  1.063558E+00
  1516 -6.529678E-01  7.958701E-01  0.000000E+00 -1.075450E+00 -1.075450E+00  1.075450E+00  1.075450E+00
  1517 -5.804158E-01  7.539822E-01  0.000000E+00 -1.087509E+00 -1.087509E+00  1.087509E+00  1.087509E+00
  1518 -5.078638E-01  7.120943E-01  0.000000E+00 -1.099536E+00 -1.099536E+00  1.099536E+00  1.099536E+00
  1519 -4.353118E-01  6.702064E-01  0.000000E+00 -1.111337E+00 -1.111337E+00  1.111337E+00  1.111337E+00
  1520 -3.627599E-01  6.283185E-01  0.000000E+00 -1.122726E+00 -1.122726E+00  1.122726E+00  1.122726E+00
  1521 -2.902079E-01  5.864306E-01  0.000000E+00 -1.133524E+00 -1.133524E+00  1.133524E+00  1.133524E+00
  1522 -2.176559E-01  5.445427E-01  0.000000E+00 -1.143566E+00 -1.143566E+00  1.143566E+00  1.143566E+00
  1523 -1.451039E-01  5.026548E-01  0.000000E+00 -1.152702E+00 -1.152702E+00  1.152702E+00  1.152702E+00
  1524 -7.255197E-02  4.607669E-01  0.000000E+00 -1.160798E+00 -1.160798E+00  1.160798E+00  1.160798E+00
  1525  0.000000E+00  4.188790E-01  0.000000E+00 -1.167736E+00 -1.167736E+00  1.167736E+00  1.167736E+00
  1526  7.255197E-02  3.769911E-01  0.000000E+00 -1.173419E+00 -1.173419E+00  1.173419E+00  1.173419E+00
  1527  1.451039E-01  3.351032E-01  0.000000E+00 -1.177770E+00 -1.177770E+00  1.177770E+00  1.177770E+00
  1528  2.176559E-01  2.932153E-01  0.000000E+00 -1.180732E+00 -1.180732E+00  1.180732E+00  1.180732E+00
  1529  2.902079E-01  2.513274E-01  0.000000E+00 -1.182268E+00 -1.182268E+00  1.182268E+00  1.182268E+00
  1530  3.627599E-01  2.094395E-01  0.000000E+00 -1.182364E+00 -1.182364E+00  1.182364E+00  1.182364E+00
  1531  4.353118E-01  1.675516E-01  0.000000E+00 -1.181024E+00 -1.181024E+00  1.181024E+00  1.181024E+00
  1532  5.078638E-01  1.256637E-01  0.000000E+00 -1.178275E+00 -1.178275E+00  1.178275E+00  1.178275E+00
  1533  5.804158E-01  8.377580E-02  0.000000E+00 -1.174161E+00 -1.174161E+00  1.174161E+00  1.174161E+00
  1534  6.529678E-01  4.188790E-02  0.000000E+00 -1.168748E+00 -1.168748E+00  1.168748E+00  1.168748E+00
  1535  7.255197E-01  0.000000E+00  0.000000E+00 -1.162116E+00 -1.162116E+00  1.162116E+00  1.162116E+00
  1536  7.980717E-01 -4.188790E-02  0.000000E+00 -1.154364E+00 -1.154364E+00  1.154364E+00  1.154364E+00
  1537  8.706237E-01 -8.377580E-02  0.000000E+00 -1.145606E+00 -1.145606E+00  1.145606E+00  1.145606E+00
  1538  9.431757E-01 -1.256637E-01  0.000000E+00 -1.135969E+00 -1.135969E+00  1.135969E+00  1.135969E+00
  1539  1.015728E+00 -1.675516E-01  0.000000E+00 -1.125594E+00 -1.125594E+00  1.125594E+00  1.125594E+00
  1540  1.088280E+00 -2.094395E-01  0.000000E+00 -1.114631E+00 -1.114631E+00  1.114631E+00  1.114631E+00
  1541  1.160832E+00 -2.513274E-01  0.000000E+00 -1.103239E+00 -1.103239E+00  1.103239E+00  1.103239E+00
  1542  1.233384E+00 -2.932153E-01  0.000000E+00 -1.091587E+00 -1.091587E+00  1.091587E+00  1.091587E+00
  1543  1.305936E+00 -3.351032E-01  0.000000E+00 -1.079847E+00 -1.079847E+00  1.079847E+00  1.079847E+00
  1544  1.378488E+00 -3.769911E-01  0.000000E+00 -1.068195E+00 -1.068195E+00  1.068195E+00  1.068195E+00
  1545  1.451039E+00 -4.188790E-01  0.000000E+00 -1.056809E+00 -1.056809E+00  1.056809E+00  1.056809E+00
  1546  1.523591E+00 -4.607669E-01  0.000000E+00 -1.045866E+00 -1.045866E+00  1.045866E+00  1.045866E+00
  1547  1.596143E+00 -5.026548E-01  0.000000E+00 -1.035541E+00 -1.035541E+00  1.035541E+00  1.035541E+00
  1548  1.668695E+00 -5.445427E-01  0.000000E+00 -1.026000E+00 -1.026000E+00  1.026000E+00  1.026000E+00
  1549  1.741247E+00 -5.864306E-01  0.000000E+00 -1.017405E+00 -1.017405E+00  1.017405E+00  1.017405E+00
  1550  1.813799E+00 -5.445427E-01  0.000000E+00 -1.013406E+00 -1.013406E+00  1.013406E+00  1.013406E+00
  1551  1.886351E+00 -5.864306E-01  0.000000E+00 -1.006120E+00 -1.006120E+00  1.006120E+00  1.006120E+00
  1552  1.958903E+00 -6.283185E-01  0.000000E+00 -9.999962E-01 -9.999962E-01  9.999962E-01  9.999962E-01
  1553 -1.596143E+00  1.424189E+00  0.000000E+00 -9.951440E-01 -9.951440E-01  9.951440E-01  9.951440E-01
  1554 -1.523591E+00  1.382301E+00  0.000000E+00 -9.916565E-01 -9.916565E-01  9.916565E-01  9.916565E-01
  1555 -1.451039E+00  1.340413E+00  0.000000E+00 -9.896062E-01 -9.896062E-01  9.896062E-01  9.896062E-01
  1556 -1.378488E+00  1.298525E+00  0.000000E+00 -9.890430E-01 -9.890430E-01  9.890430E-01  9.890430E-01
  1557 -1.305936E+00  1.256637E+00  0.000000E+00 -9.899919E-01 -9.899919E-01  9.899919E-01  9.899919E-01
  1558 -1.233384E+00  1.214749E+00  0.000000E+00 -9.924517E-01 -9.924517E-01  9.924517E-01  9.924517E-01
  1559 -1.160832E+00  1.172861E+00  0.000000E+00 -9.963934E-01 -9.963934E-01  9.963934E-01  9.963934E-01
  1560 -1.088280E+00  1.130973E+00  0.000000E+00 -1.001760E+00 -1.001760E+00  1.001760E+00  1.001760E+00
  1561 -1.015728E+00  1.089085E+00  0.000000E+00 -1.008469E+00 -1.008469E+00  1.008469E+00  1.008469E+00
